date,channel,campaign_name,spend,impressions,clicks,conversions,revenue
2025-10-25,Google Ads,Display_Retargeting,12583.08,109537,1540,73,54483.02
2025-10-25,Google Ads,Shopping_Campaign,13109.15,137153,4108,112,54855.23
2025-10-25,Meta Ads,Retargeting_Aug,9525.8,80327,1145,50,26596.5
2025-10-25,Meta Ads,Prospecting_Q3,9870.42,54470,679,20,26427.35
2025-10-25,Meta Ads,Engagement_Campaign,8566.86,118474,1632,36,25495.82
2025-10-25,Meta Ads,Conversion_Ads,4936.35,144313,3112,63,15641.74
2025-10-25,Instagram,Influencer_Collab,3599.53,89793,1884,68,13189.77
2025-10-25,Instagram,Story_Ads,8453.3,118102,2575,73,27890.27
2025-10-25,Instagram,Reels_Promotion,9556.26,90156,1463,47,33427.86
2025-10-25,Instagram,Feed_Campaign,8585.9,165627,6434,178,31294.46
2025-10-25,LinkedIn,B2B_Campaign,4931.85,33948,418,13,21107.94
2025-10-25,LinkedIn,Thought_Leadership,3202.13,34719,326,11,15465.83
2025-10-25,LinkedIn,Lead_Gen_Q3,1999.16,20683,277,12,6451.21
2025-10-25,LinkedIn,Lead_Gen_Q4,4571.63,23878,497,20,16195.5
2025-10-25,Email,Newsletter_Promo,1253.85,40299,2281,105,8615.26
2025-10-25,Email,Welcome_Series,2685.67,62054,2405,207,23670.88
2025-10-25,Email,Cart_Abandonment,1121.41,52447,4090,172,10004.9
2025-10-25,Email,Re_engagement,814.86,109893,4985,480,5385.66
2025-10-25,SEO,Content_Marketing,5098.68,60404,1482,90,29829.32
2025-10-25,SEO,Link_Building,6603.83,105737,4386,210,49049.08
2025-10-25,SEO,Technical_SEO,6779.09,92787,3889,248,32115.13
2025-10-25,SEO,Local_SEO,4933.6,59448,2413,89,20957.2
2025-10-25,Influencer,Micro_Influencers,16004.38,323076,8754,301,47799.16
2025-10-25,Influencer,Macro_Influencers,9208.94,374734,7983,178,24265.8
2025-10-25,Influencer,Brand_Ambassadors,18047.97,251603,6325,155,75214.72
2025-10-25,Influencer,UGC_Campaign,18870.88,221478,5984,148,44506.42
2025-10-26,Google Ads,Search_Q3,10037.47,84487,2271,76,39676.94
2025-10-26,Google Ads,Search_Q4,5602.5,88394,2622,116,15798.39
2025-10-26,Google Ads,Display_Retargeting,7133.22,81641,1878,80,28526.13
2025-10-26,Google Ads,Shopping_Campaign,9082.94,130703,2449,58,32960.93
2025-10-26,Meta Ads,Retargeting_Aug,10456.57,144401,3654,129,42465.43
2025-10-26,Meta Ads,Prospecting_Q3,6684.07,91778,3164,130,19023.45
2025-10-26,Meta Ads,Engagement_Campaign,6939.22,101318,1563,68,20877.51
2025-10-26,Meta Ads,Conversion_Ads,9902.37,75586,1859,34,36920.4
2025-10-26,Instagram,Influencer_Collab,6834.03,158331,2579,52,14582.42
2025-10-26,Instagram,Story_Ads,4906.83,158586,4623,140,14664.81
2025-10-26,Instagram,Reels_Promotion,4801.99,105742,1948,70,14932.57
2025-10-26,Instagram,Feed_Campaign,4230.97,96454,3552,119,13483.76
2025-10-26,LinkedIn,B2B_Campaign,3047.06,19201,416,22,11014.52
2025-10-26,LinkedIn,Thought_Leadership,4527.82,31725,385,15,14951.2
2025-10-26,LinkedIn,Lead_Gen_Q3,2053.14,30813,361,19,11267.93
2025-10-26,LinkedIn,Lead_Gen_Q4,1937.44,24520,471,24,9400.44
2025-10-26,Email,Newsletter_Promo,1916.78,76308,4559,448,12739.72
2025-10-26,Email,Welcome_Series,3754.06,61548,4890,392,26737.5
2025-10-26,Email,Cart_Abandonment,2762.85,61802,2701,126,16298.54
2025-10-26,Email,Re_engagement,1912.55,101028,6101,281,16223.83
2025-10-26,SEO,Content_Marketing,4807.52,174911,6313,233,27202.11
2025-10-26,SEO,Link_Building,5066.74,53674,987,34,24729.87
2025-10-26,SEO,Technical_SEO,3862.52,113367,2463,140,23509.16
2025-10-26,SEO,Local_SEO,3119.55,51775,1040,47,14159.36
2025-10-26,Influencer,Micro_Influencers,15536.39,338454,7088,122,42388.25
2025-10-26,Influencer,Macro_Influencers,20280.62,408256,10232,253,56343.44
2025-10-26,Influencer,Brand_Ambassadors,15301.03,413825,4463,154,54989.05
2025-10-26,Influencer,UGC_Campaign,21622.75,161399,3568,82,45096.47
2025-10-27,Google Ads,Search_Q3,11890.91,231353,4858,157,31455.79
2025-10-27,Google Ads,Search_Q4,17997.7,199484,4444,156,60608.49
2025-10-27,Google Ads,Display_Retargeting,16305.8,119677,3449,129,50912.98
2025-10-27,Google Ads,Shopping_Campaign,14295.52,216966,2870,82,55166.64
2025-10-27,Meta Ads,Retargeting_Aug,9785.87,240575,3608,139,22866.68
2025-10-27,Meta Ads,Prospecting_Q3,6151.11,260662,6613,181,16393.87
2025-10-27,Meta Ads,Engagement_Campaign,13402.63,186710,6498,289,46507.78
2025-10-27,Meta Ads,Conversion_Ads,11314.45,183316,5077,105,32322.04
2025-10-27,Instagram,Influencer_Collab,5827.99,136872,2723,73,19888.56
2025-10-27,Instagram,Story_Ads,10340.45,197159,3363,96,25729.97
2025-10-27,Instagram,Reels_Promotion,11764.28,344753,6130,124,33546.67
2025-10-27,Instagram,Feed_Campaign,15654.75,297516,11143,260,59263.71
2025-10-27,LinkedIn,B2B_Campaign,3375.86,23224,463,26,10278.08
2025-10-27,LinkedIn,Thought_Leadership,3435.19,22393,211,6,18616.01
2025-10-27,LinkedIn,Lead_Gen_Q3,6540.02,53699,1013,44,32394.16
2025-10-27,LinkedIn,Lead_Gen_Q4,6136.52,34210,542,23,30825.72
2025-10-27,Email,Newsletter_Promo,3941.53,72883,4968,228,32395.08
2025-10-27,Email,Welcome_Series,1988.53,43151,2078,159,11766.88
2025-10-27,Email,Cart_Abandonment,3756.91,46213,3535,291,24998.45
2025-10-27,Email,Re_engagement,2050.4,99264,5963,478,14070.0
2025-10-27,SEO,Content_Marketing,4182.97,178682,4248,198,21004.29
2025-10-27,SEO,Link_Building,5708.11,149321,3866,128,23060.85
2025-10-27,SEO,Technical_SEO,3850.98,103343,4618,225,18860.04
2025-10-27,SEO,Local_SEO,6401.76,113838,3890,131,34186.73
2025-10-27,Influencer,Micro_Influencers,26884.47,326851,5520,145,114477.03
2025-10-27,Influencer,Macro_Influencers,13479.81,301535,8796,140,50456.18
2025-10-27,Influencer,Brand_Ambassadors,20289.62,353902,6024,115,74003.67
2025-10-27,Influencer,UGC_Campaign,12310.87,275896,3797,46,54403.64
2025-10-28,Google Ads,Search_Q3,14043.84,244789,3134,117,40754.49
2025-10-28,Google Ads,Search_Q4,19061.04,213229,2612,123,55072.29
2025-10-28,Google Ads,Display_Retargeting,16581.68,247557,6844,333,52815.93
2025-10-28,Google Ads,Shopping_Campaign,9478.06,112018,2241,98,26541.48
2025-10-28,Meta Ads,Retargeting_Aug,13916.78,151479,3006,107,43615.17
2025-10-28,Meta Ads,Prospecting_Q3,15744.4,119624,3608,71,40748.2
2025-10-28,Meta Ads,Engagement_Campaign,13873.8,252435,4496,120,45426.17
2025-10-28,Meta Ads,Conversion_Ads,8538.87,244119,7273,159,26706.68
2025-10-28,Instagram,Influencer_Collab,13523.11,197585,6091,99,41862.68
2025-10-28,Instagram,Story_Ads,6679.18,311034,7429,163,23467.97
2025-10-28,Instagram,Reels_Promotion,5551.58,211220,5122,113,20214.18
2025-10-28,Instagram,Feed_Campaign,13260.21,134702,4427,124,48022.68
2025-10-28,LinkedIn,B2B_Campaign,4552.5,45114,677,28,18353.33
2025-10-28,LinkedIn,Thought_Leadership,3951.53,52739,755,44,13846.88
2025-10-28,LinkedIn,Lead_Gen_Q3,6623.37,60510,1046,58,33343.36
2025-10-28,LinkedIn,Lead_Gen_Q4,4816.66,46205,470,20,16483.28
2025-10-28,Email,Newsletter_Promo,3179.96,82244,4158,233,28605.15
2025-10-28,Email,Welcome_Series,1029.47,43484,1776,174,9190.42
2025-10-28,Email,Cart_Abandonment,2895.77,110408,4493,441,17373.89
2025-10-28,Email,Re_engagement,1123.6,48976,2872,249,7621.76
2025-10-28,SEO,Content_Marketing,6878.43,106474,2349,114,43861.2
2025-10-28,SEO,Link_Building,6077.24,109639,3730,151,38047.82
2025-10-28,SEO,Technical_SEO,6922.85,56376,2364,124,33799.74
2025-10-28,SEO,Local_SEO,6751.89,112836,3041,113,32784.36
2025-10-28,Influencer,Micro_Influencers,24656.98,334323,9449,163,52447.22
2025-10-28,Influencer,Macro_Influencers,8121.75,302358,9060,253,21381.85
2025-10-28,Influencer,Brand_Ambassadors,25537.17,384516,3963,122,66688.33
2025-10-28,Influencer,UGC_Campaign,10993.47,217899,4221,91,28363.11
2025-10-29,Google Ads,Search_Q3,10411.06,209579,6245,270,32189.69
2025-10-29,Google Ads,Search_Q4,11427.33,117003,1489,54,42404.54
2025-10-29,Google Ads,Display_Retargeting,17877.04,195636,3100,92,69059.53
2025-10-29,Google Ads,Shopping_Campaign,12892.27,116145,2030,57,34507.78
2025-10-29,Meta Ads,Retargeting_Aug,15961.67,252091,4299,84,58701.51
2025-10-29,Meta Ads,Prospecting_Q3,8538.34,164752,2220,53,32324.49
2025-10-29,Meta Ads,Engagement_Campaign,15652.76,129346,2551,55,36758.08
2025-10-29,Meta Ads,Conversion_Ads,17906.06,214562,5249,202,69478.28
2025-10-29,Instagram,Influencer_Collab,13873.86,123804,2435,76,37131.54
2025-10-29,Instagram,Story_Ads,15807.31,273043,10625,212,56196.93
2025-10-29,Instagram,Reels_Promotion,8534.88,347599,6584,183,29250.06
2025-10-29,Instagram,Feed_Campaign,9759.07,227659,9028,231,30129.47
2025-10-29,LinkedIn,B2B_Campaign,3105.42,56372,962,37,8830.75
2025-10-29,LinkedIn,Thought_Leadership,6113.35,21531,172,8,20237.3
2025-10-29,LinkedIn,Lead_Gen_Q3,3874.57,48437,423,15,12412.05
2025-10-29,LinkedIn,Lead_Gen_Q4,6048.99,48794,882,29,18394.82
2025-10-29,Email,Newsletter_Promo,1051.79,74092,5726,303,6729.98
2025-10-29,Email,Welcome_Series,1122.84,88445,5659,444,9559.81
2025-10-29,Email,Cart_Abandonment,2356.56,50756,2257,179,18018.09
2025-10-29,Email,Re_engagement,2499.21,94637,5855,543,18871.68
2025-10-29,SEO,Content_Marketing,5782.31,82331,2989,197,30935.72
2025-10-29,SEO,Link_Building,5785.07,144222,2827,150,25776.32
2025-10-29,SEO,Technical_SEO,6820.26,155482,3259,113,41471.67
2025-10-29,SEO,Local_SEO,3396.89,54537,1779,80,14789.27
2025-10-29,Influencer,Micro_Influencers,24038.41,424523,10669,329,57320.18
2025-10-29,Influencer,Macro_Influencers,13271.46,212558,5377,181,49575.01
2025-10-29,Influencer,Brand_Ambassadors,25629.34,341609,6064,132,51345.0
2025-10-29,Influencer,UGC_Campaign,8629.14,358642,6731,166,28525.22
2025-10-30,Google Ads,Search_Q3,11883.26,160901,3123,98,49212.75
2025-10-30,Google Ads,Search_Q4,14316.3,182619,5096,234,61285.85
2025-10-30,Google Ads,Display_Retargeting,11780.07,85947,1308,37,50874.83
2025-10-30,Google Ads,Shopping_Campaign,17089.4,93889,1193,29,64270.56
2025-10-30,Meta Ads,Retargeting_Aug,14824.97,253332,8520,199,41799.67
2025-10-30,Meta Ads,Prospecting_Q3,8883.87,158164,5225,175,32660.52
2025-10-30,Meta Ads,Engagement_Campaign,11881.43,95483,1286,41,43219.63
2025-10-30,Meta Ads,Conversion_Ads,8583.97,227162,6961,202,31699.21
2025-10-30,Instagram,Influencer_Collab,9444.33,276020,9412,374,24760.33
2025-10-30,Instagram,Story_Ads,9521.45,158092,3177,102,34759.79
2025-10-30,Instagram,Reels_Promotion,9340.65,161364,3570,94,23568.05
2025-10-30,Instagram,Feed_Campaign,7569.37,289276,4395,125,25953.71
2025-10-30,LinkedIn,B2B_Campaign,4290.88,46338,804,38,17179.8
2025-10-30,LinkedIn,Thought_Leadership,4740.84,56108,1044,37,14593.03
2025-10-30,LinkedIn,Lead_Gen_Q3,3202.12,24959,403,10,11878.91
2025-10-30,LinkedIn,Lead_Gen_Q4,7017.92,33362,623,31,24308.2
2025-10-30,Email,Newsletter_Promo,3132.23,99822,4978,261,22941.86
2025-10-30,Email,Welcome_Series,3748.47,91169,3523,285,26221.34
2025-10-30,Email,Cart_Abandonment,2692.89,98725,5503,488,21617.29
2025-10-30,Email,Re_engagement,2768.23,52063,3737,359,16552.29
2025-10-30,SEO,Content_Marketing,4185.33,83655,3210,188,18805.1
2025-10-30,SEO,Link_Building,6323.65,73526,2906,140,32560.18
2025-10-30,SEO,Technical_SEO,2370.32,71789,2575,133,10494.12
2025-10-30,SEO,Local_SEO,2119.84,59400,2262,132,8912.89
2025-10-30,Influencer,Micro_Influencers,19205.4,175402,4924,161,70776.3
2025-10-30,Influencer,Macro_Influencers,26523.78,393435,10453,262,69660.99
2025-10-30,Influencer,Brand_Ambassadors,12355.98,248160,5600,89,30869.3
2025-10-30,Influencer,UGC_Campaign,17361.22,219915,4788,159,66317.1
2025-10-31,Google Ads,Search_Q3,17329.97,179062,3538,90,74335.54
2025-10-31,Google Ads,Search_Q4,11479.5,95522,2388,60,37237.11
2025-10-31,Google Ads,Display_Retargeting,8395.99,103301,1390,30,32016.55
2025-10-31,Google Ads,Shopping_Campaign,19718.11,143463,3944,104,62127.44
2025-10-31,Meta Ads,Retargeting_Aug,7808.84,207906,4502,155,29075.04
2025-10-31,Meta Ads,Prospecting_Q3,12548.44,209249,7012,182,36620.46
2025-10-31,Meta Ads,Engagement_Campaign,14612.44,206148,3320,93,45819.88
2025-10-31,Meta Ads,Conversion_Ads,11032.68,123872,4120,158,34893.19
2025-10-31,Instagram,Influencer_Collab,12480.67,326375,6006,127,37153.24
2025-10-31,Instagram,Story_Ads,13789.11,128338,5082,134,36494.48
2025-10-31,Instagram,Reels_Promotion,8219.97,160102,5569,216,22560.21
2025-10-31,Instagram,Feed_Campaign,15476.63,309473,8363,266,43071.02
2025-10-31,LinkedIn,B2B_Campaign,5928.85,23437,415,11,29680.59
2025-10-31,LinkedIn,Thought_Leadership,7419.7,30957,387,16,32728.22
2025-10-31,LinkedIn,Lead_Gen_Q3,4409.18,45884,558,15,12375.79
2025-10-31,LinkedIn,Lead_Gen_Q4,3366.45,54274,1164,46,14086.06
2025-10-31,Email,Newsletter_Promo,1269.91,84082,3130,239,11132.55
2025-10-31,Email,Welcome_Series,1426.24,101165,3153,197,8397.16
2025-10-31,Email,Cart_Abandonment,1927.92,53882,2622,170,12631.86
2025-10-31,Email,Re_engagement,2901.19,113508,5678,292,18705.51
2025-10-31,SEO,Content_Marketing,6197.0,124313,3764,135,34542.36
2025-10-31,SEO,Link_Building,3031.71,172611,7227,241,17609.04
2025-10-31,SEO,Technical_SEO,2737.82,103401,4309,220,14153.85
2025-10-31,SEO,Local_SEO,2643.39,154042,5370,261,12585.7
2025-10-31,Influencer,Micro_Influencers,14684.93,437953,8935,189,47106.9
2025-10-31,Influencer,Macro_Influencers,23579.77,252032,3421,87,84794.06
2025-10-31,Influencer,Brand_Ambassadors,22254.36,414596,7223,99,97641.92
2025-10-31,Influencer,UGC_Campaign,16700.24,336977,7860,193,39315.63
2025-11-01,Google Ads,Search_Q3,11143.2,129982,2737,94,30397.27
2025-11-01,Google Ads,Search_Q4,5505.19,82635,1340,65,22390.96
2025-11-01,Google Ads,Display_Retargeting,10343.36,100800,1345,66,33616.76
2025-11-01,Google Ads,Shopping_Campaign,5698.18,98367,2703,126,14370.42
2025-11-01,Meta Ads,Retargeting_Aug,9981.33,84949,1095,44,39204.0
2025-11-01,Meta Ads,Prospecting_Q3,7892.86,119485,3668,143,31415.25
2025-11-01,Meta Ads,Engagement_Campaign,7579.78,164311,5736,121,29554.23
2025-11-01,Meta Ads,Conversion_Ads,7198.72,98182,2562,49,23128.93
2025-11-01,Instagram,Influencer_Collab,8747.88,101457,2603,100,24244.01
2025-11-01,Instagram,Story_Ads,5365.23,132794,3716,114,18463.08
2025-11-01,Instagram,Reels_Promotion,5983.87,184812,5238,122,19054.51
2025-11-01,Instagram,Feed_Campaign,7736.97,149010,2446,47,19447.15
2025-11-01,LinkedIn,B2B_Campaign,2629.62,29570,244,12,9246.86
2025-11-01,LinkedIn,Thought_Leadership,2721.67,25903,285,15,8248.01
2025-11-01,LinkedIn,Lead_Gen_Q3,3173.12,34005,565,19,12489.57
2025-11-01,LinkedIn,Lead_Gen_Q4,4054.49,37126,761,28,22279.97
2025-11-01,Email,Newsletter_Promo,811.21,42210,3005,156,4634.19
2025-11-01,Email,Welcome_Series,1558.87,74088,4928,381,9870.26
2025-11-01,Email,Cart_Abandonment,2410.47,114097,8072,479,21544.6
2025-11-01,Email,Re_engagement,3067.59,44995,1428,71,24686.42
2025-11-01,SEO,Content_Marketing,2510.56,116493,2390,159,13064.61
2025-11-01,SEO,Link_Building,6494.73,172833,3139,152,26539.39
2025-11-01,SEO,Technical_SEO,6497.81,117392,2350,80,34713.13
2025-11-01,SEO,Local_SEO,6671.29,140078,5802,259,27694.18
2025-11-01,Influencer,Micro_Influencers,27486.35,155151,4492,91,50224.27
2025-11-01,Influencer,Macro_Influencers,21783.14,444162,13019,204,49869.65
2025-11-01,Influencer,Brand_Ambassadors,19310.78,341191,8457,136,84761.18
2025-11-01,Influencer,UGC_Campaign,20774.79,404114,8406,180,92206.7
2025-11-02,Google Ads,Search_Q3,9689.82,136421,3965,159,34862.78
2025-11-02,Google Ads,Search_Q4,4829.49,52082,730,18,14534.44
2025-11-02,Google Ads,Display_Retargeting,7361.45,84726,1559,35,19027.32
2025-11-02,Google Ads,Shopping_Campaign,10461.13,102808,1941,75,43469.75
2025-11-02,Meta Ads,Retargeting_Aug,6679.39,127087,4312,175,20385.51
2025-11-02,Meta Ads,Prospecting_Q3,8241.96,74186,1846,82,26676.18
2025-11-02,Meta Ads,Engagement_Campaign,10279.0,100436,3512,118,23482.77
2025-11-02,Meta Ads,Conversion_Ads,7824.63,85301,1087,43,21529.15
2025-11-02,Instagram,Influencer_Collab,8257.22,111774,2219,87,21889.57
2025-11-02,Instagram,Story_Ads,6969.08,156177,4530,171,22398.58
2025-11-02,Instagram,Reels_Promotion,5664.64,191008,3729,106,21021.43
2025-11-02,Instagram,Feed_Campaign,7127.62,184741,5789,208,26372.75
2025-11-02,LinkedIn,B2B_Campaign,2597.02,16875,249,12,8864.71
2025-11-02,LinkedIn,Thought_Leadership,1693.78,21241,458,22,6577.93
2025-11-02,LinkedIn,Lead_Gen_Q3,2327.06,21573,223,6,12212.89
2025-11-02,LinkedIn,Lead_Gen_Q4,5032.11,16735,146,5,20362.33
2025-11-02,Email,Newsletter_Promo,1455.43,64113,2567,221,11634.74
2025-11-02,Email,Welcome_Series,2831.84,70977,5355,525,17296.14
2025-11-02,Email,Cart_Abandonment,1513.64,82050,2835,187,11407.2
2025-11-02,Email,Re_engagement,2470.64,66472,3797,370,15370.0
2025-11-02,SEO,Content_Marketing,5101.57,55641,1101,57,22280.02
2025-11-02,SEO,Link_Building,1622.91,72296,2403,139,7641.76
2025-11-02,SEO,Technical_SEO,5175.43,73721,2548,118,32544.65
2025-11-02,SEO,Local_SEO,6972.79,171916,3114,203,29513.85
2025-11-02,Influencer,Micro_Influencers,27060.93,234547,4137,58,56912.83
2025-11-02,Influencer,Macro_Influencers,22534.81,433299,9625,273,86923.94
2025-11-02,Influencer,Brand_Ambassadors,13256.29,163568,1641,32,32503.81
2025-11-02,Influencer,UGC_Campaign,9246.35,203858,2546,84,20145.22
2025-11-03,Google Ads,Search_Q3,15527.08,180828,3773,86,48717.72
2025-11-03,Google Ads,Search_Q4,8717.78,147263,2028,74,33873.95
2025-11-03,Google Ads,Display_Retargeting,15449.68,153820,2729,123,45402.53
2025-11-03,Google Ads,Shopping_Campaign,18279.06,208771,3838,110,62899.76
2025-11-03,Meta Ads,Retargeting_Aug,7118.57,98726,1438,33,22838.89
2025-11-03,Meta Ads,Prospecting_Q3,16189.64,134772,4516,197,66665.85
2025-11-03,Meta Ads,Engagement_Campaign,16050.75,159126,2175,72,53246.16
2025-11-03,Meta Ads,Conversion_Ads,16199.71,279238,6614,180,41662.47
2025-11-03,Instagram,Influencer_Collab,5052.8,237096,6849,243,14694.75
2025-11-03,Instagram,Story_Ads,15081.15,264459,9522,178,53381.31
2025-11-03,Instagram,Reels_Promotion,12426.58,159153,3142,119,25573.75
2025-11-03,Instagram,Feed_Campaign,10087.88,192099,6075,218,26719.57
2025-11-03,LinkedIn,B2B_Campaign,5190.65,62240,1180,66,20682.97
2025-11-03,LinkedIn,Thought_Leadership,4110.83,38298,690,19,14512.33
2025-11-03,LinkedIn,Lead_Gen_Q3,3061.16,39158,766,19,14152.89
2025-11-03,LinkedIn,Lead_Gen_Q4,8021.98,30950,548,32,43303.86
2025-11-03,Email,Newsletter_Promo,1551.77,48026,1796,147,12476.47
2025-11-03,Email,Welcome_Series,2957.56,66886,2574,192,21273.38
2025-11-03,Email,Cart_Abandonment,3132.27,75308,3534,203,19545.82
2025-11-03,Email,Re_engagement,1650.39,47586,2252,95,10153.94
2025-11-03,SEO,Content_Marketing,5607.24,92310,3327,195,33834.92
2025-11-03,SEO,Link_Building,6772.84,52787,2002,136,47531.46
2025-11-03,SEO,Technical_SEO,2423.41,92486,2095,113,15734.37
2025-11-03,SEO,Local_SEO,3243.91,120135,4403,206,22671.86
2025-11-03,Influencer,Micro_Influencers,23431.0,169399,3798,66,77446.47
2025-11-03,Influencer,Macro_Influencers,27137.77,413718,7484,139,66023.36
2025-11-03,Influencer,Brand_Ambassadors,18650.3,184274,3867,46,49878.25
2025-11-03,Influencer,UGC_Campaign,12398.69,441365,10833,217,25425.77
2025-11-04,Google Ads,Search_Q3,15235.21,116286,2410,108,56851.48
2025-11-04,Google Ads,Search_Q4,16873.04,171975,4909,235,59485.0
2025-11-04,Google Ads,Display_Retargeting,12280.63,158129,2171,84,42984.47
2025-11-04,Google Ads,Shopping_Campaign,9446.21,113600,2225,103,34316.02
2025-11-04,Meta Ads,Retargeting_Aug,14178.42,154415,3882,116,49883.37
2025-11-04,Meta Ads,Prospecting_Q3,6606.91,183727,3455,92,27232.59
2025-11-04,Meta Ads,Engagement_Campaign,8192.34,149136,3538,146,24850.15
2025-11-04,Meta Ads,Conversion_Ads,14926.38,252711,4834,138,43482.22
2025-11-04,Instagram,Influencer_Collab,14161.41,130199,2956,94,42736.28
2025-11-04,Instagram,Story_Ads,9799.18,244188,4869,125,28447.66
2025-11-04,Instagram,Reels_Promotion,14913.08,179992,6604,205,30372.18
2025-11-04,Instagram,Feed_Campaign,12970.94,128176,5118,188,32884.17
2025-11-04,LinkedIn,B2B_Campaign,4241.5,37020,480,18,15521.12
2025-11-04,LinkedIn,Thought_Leadership,6278.35,27899,553,29,25656.51
2025-11-04,LinkedIn,Lead_Gen_Q3,7575.29,31380,258,12,30576.56
2025-11-04,LinkedIn,Lead_Gen_Q4,5976.12,58772,1268,59,29061.57
2025-11-04,Email,Newsletter_Promo,1068.19,52857,3523,232,7542.36
2025-11-04,Email,Welcome_Series,1787.54,88588,3477,269,10918.82
2025-11-04,Email,Cart_Abandonment,1004.24,66428,2760,257,5716.47
2025-11-04,Email,Re_engagement,1365.16,83897,4534,193,7543.03
2025-11-04,SEO,Content_Marketing,6934.37,135648,3779,184,34206.73
2025-11-04,SEO,Link_Building,3396.81,134375,5621,210,23578.16
2025-11-04,SEO,Technical_SEO,2168.56,77948,1481,52,15636.53
2025-11-04,SEO,Local_SEO,4026.91,60096,2638,171,26744.28
2025-11-04,Influencer,Micro_Influencers,26669.46,216038,5774,160,110634.25
2025-11-04,Influencer,Macro_Influencers,23938.23,253948,6472,116,64326.78
2025-11-04,Influencer,Brand_Ambassadors,10158.11,430522,6810,163,29017.64
2025-11-04,Influencer,UGC_Campaign,27198.56,250514,6405,202,80946.66
2025-11-05,Google Ads,Search_Q3,13294.41,207116,5852,249,39275.05
2025-11-05,Google Ads,Search_Q4,20436.31,145888,3140,141,58790.96
2025-11-05,Google Ads,Display_Retargeting,18983.14,181347,5053,127,63429.59
2025-11-05,Google Ads,Shopping_Campaign,19659.8,83269,1019,50,60174.49
2025-11-05,Meta Ads,Retargeting_Aug,17706.52,124680,2531,97,62248.28
2025-11-05,Meta Ads,Prospecting_Q3,12973.47,190680,5987,145,40022.4
2025-11-05,Meta Ads,Engagement_Campaign,7865.43,203228,3609,97,24717.13
2025-11-05,Meta Ads,Conversion_Ads,6321.25,107468,2985,88,24839.86
2025-11-05,Instagram,Influencer_Collab,12641.39,121863,3706,64,43052.53
2025-11-05,Instagram,Story_Ads,15906.58,242175,7766,162,44342.39
2025-11-05,Instagram,Reels_Promotion,14417.05,158507,3429,89,47317.45
2025-11-05,Instagram,Feed_Campaign,9134.72,333378,5787,140,29926.42
2025-11-05,LinkedIn,B2B_Campaign,4065.53,48569,500,13,12711.87
2025-11-05,LinkedIn,Thought_Leadership,8007.91,44173,845,30,35236.23
2025-11-05,LinkedIn,Lead_Gen_Q3,5571.73,60720,1121,56,16298.17
2025-11-05,LinkedIn,Lead_Gen_Q4,5878.15,40613,852,28,20741.35
2025-11-05,Email,Newsletter_Promo,2116.31,59469,2168,198,15774.91
2025-11-05,Email,Welcome_Series,3556.36,106490,4696,342,20595.81
2025-11-05,Email,Cart_Abandonment,3728.81,72341,3594,209,26520.5
2025-11-05,Email,Re_engagement,1605.63,69988,4898,441,10540.38
2025-11-05,SEO,Content_Marketing,4079.58,163596,3177,208,19447.95
2025-11-05,SEO,Link_Building,5231.97,125731,4140,266,22787.86
2025-11-05,SEO,Technical_SEO,3408.65,119972,4787,185,23213.77
2025-11-05,SEO,Local_SEO,3698.01,74558,2869,96,21454.69
2025-11-05,Influencer,Micro_Influencers,9277.52,256925,5657,140,26835.87
2025-11-05,Influencer,Macro_Influencers,16580.96,218030,4168,141,67919.31
2025-11-05,Influencer,Brand_Ambassadors,10904.66,158934,4556,109,35463.72
2025-11-05,Influencer,UGC_Campaign,23614.36,244406,4799,164,85361.22
2025-11-06,Google Ads,Search_Q3,10152.43,102648,1445,62,31378.66
2025-11-06,Google Ads,Search_Q4,8299.44,240509,3221,65,24684.72
2025-11-06,Google Ads,Display_Retargeting,11290.4,151740,4310,199,38543.04
2025-11-06,Google Ads,Shopping_Campaign,13752.6,174351,2592,55,60215.05
2025-11-06,Meta Ads,Retargeting_Aug,8240.39,127696,2919,91,18432.67
2025-11-06,Meta Ads,Prospecting_Q3,7775.46,161849,4487,108,23684.28
2025-11-06,Meta Ads,Engagement_Campaign,12688.14,258832,5047,109,40329.82
2025-11-06,Meta Ads,Conversion_Ads,14960.66,110873,2413,44,33917.59
2025-11-06,Instagram,Influencer_Collab,10312.49,188585,6813,204,29051.1
2025-11-06,Instagram,Story_Ads,9487.29,234366,3752,140,36022.72
2025-11-06,Instagram,Reels_Promotion,6996.36,147688,2745,86,22322.54
2025-11-06,Instagram,Feed_Campaign,14327.17,292920,7686,233,46404.45
2025-11-06,LinkedIn,B2B_Campaign,5671.32,40977,697,31,25740.1
2025-11-06,LinkedIn,Thought_Leadership,6231.99,51206,870,37,28921.74
2025-11-06,LinkedIn,Lead_Gen_Q3,5317.1,31150,249,11,23367.43
2025-11-06,LinkedIn,Lead_Gen_Q4,8243.47,36182,489,15,24651.62
2025-11-06,Email,Newsletter_Promo,3272.97,59974,3625,294,23399.54
2025-11-06,Email,Welcome_Series,3604.33,75503,3340,313,30692.58
2025-11-06,Email,Cart_Abandonment,1324.93,42076,1451,82,11795.73
2025-11-06,Email,Re_engagement,2587.25,69860,5200,349,17084.48
2025-11-06,SEO,Content_Marketing,6676.71,160437,6542,330,45154.82
2025-11-06,SEO,Link_Building,2486.44,124518,5549,231,16858.64
2025-11-06,SEO,Technical_SEO,4197.63,55174,2129,78,26067.94
